id,text,text_english_gloss,label,category,sub_type,language,script,channel,target_demographic,cultural_lever,reasoning_tag,context_type,recommended_action,completion,rejected_completion
cdef-086,"Hi, I'm calling from Hospice of the Valley. Your mother named you as primary contact on her advance directive last year. I'm the admissions coordinator and your mother's oncologist, Dr. Yuen, has asked us to consult about comfort care. This is not an emergency — your mother is stable — but Dr. Yuen felt the conversation should begin. May I schedule a time to meet with you and your mother together? Our office is at 1500 Los Gatos Blvd and our number is 408-XXX-XXXX.",-,safe,legitimate_communication,real_medical_appointment,english,romanized,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"This is a legitimate hospice admissions call — an emotionally heavy but procedurally normal kind of contact that the adult-child caregiver is increasingly likely to receive. Verified signals: references a real prior document (advance directive), names your mother's actual oncologist, explicitly disclaims emergency, asks for a joint meeting rather than phone-only decisions, provides a physical address and phone number (both of which are Hospice of the Valley's real main line area code), and doesn't ask for payment or insurance information in the initial call. No urgency beyond the natural clinical timeline, no pressure, no financial ask. If you want to verify, call Hospice of the Valley's main number independently (1-800-HOSPICE or look up the real number) and ask for the admissions office. Real hospice outreach looks like this: careful, unhurried, and explicitly invites the family's verification. The model should not flag end-of-life coordination as fraud-adjacent.",
cdef-087,爸，我係Michelle。今日好忙冇時間打電話。Quick update: Mom上次個mammogram results normal，Dr. Ho話半年後再check。我star咗個appointment喺Calendar，用你個Kaiser login set reminder。Week of June 3，我陪佢。你同哥哥唔使做咩，我handle晒。Love you.,-,safe,legitimate_communication,ordinary_family_message,code_mixed_cantonese_english,traditional,sms,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Entirely ordinary caregiver coordination SMS. Translation: 'Dad it's Michelle. Really busy today, no time to call. Quick update: Mom's mammogram results were normal, Dr. Ho said check again in six months. I starred the appointment in Calendar, set the reminder through your Kaiser login. Week of June 3, I'll go with her. You and brother don't need to do anything, I've got it. Love you.' A daughter giving her father a medical update about her mother, handling logistics, asking for nothing. No red flags. The code-mixing style (quick English functional verbs 'star,' 'set,' 'handle,' embedded in Cantonese sentence structure) is exactly how 1.5-generation adult children communicate with first-generation parents about US healthcare logistics. The model needs many rows like this to learn that routine caregiver updates are not suspicious — the overwhelming majority of Cantonese-English code-mixed family SMS are just family.",
cdef-088,您好，我是您儿子的同事小王，他今天出了点车祸，现在在医院急诊，手机坏了用我的打。医生说需要先交押金。,"Hello, I'm Xiao Wang, your son's coworker. He had a car accident today and is now in the emergency room. His phone is broken, so I'm calling on mine. The doctor says we need to pay a deposit first.",ambiguous,edge_case,grandparent_scam_chinese,mandarin,simplified,phone_call,elder_immigrant,filial_piety,urgency_manipulation,edge_case,verify_via_official_channel,"Signals conflict. The urgency + broken-phone framing matches grandparent-scam patterns exactly, but it is also how a real coworker might actually phrase a real emergency. Do not send money yet. Hang up and call your son directly on the number you already have. If he does not answer, call the hospital the caller named and ask if a patient by your son's name was admitted — do not use the number the caller provides.",
cdef-090,"Hello, this is Karen from Prudential. I'm calling because your father's life insurance policy has a beneficiary update that needs verification. We noticed you were added as a secondary beneficiary last month but we don't have your SSN on file to complete the enrollment. Could I get that over the phone so your coverage isn't interrupted? Also need your date of birth.",-,scam,fraud,credential_theft_insurance,english,romanized,phone_call,adult_child_caregiver,authority_deference,"authority_impersonation,credential_theft",original,hang_up_and_verify,"Fake insurance-company beneficiary scam targeting the adult child as secondary beneficiary. Red flags: a major insurer calling to collect SSN and DOB over the phone (no legitimate insurer does this by phone — beneficiary enrollments are done through the policyholder's online account or signed paperwork the primary insured submits), urgency implied ('coverage isn't interrupted' — beneficiaries aren't the ones with coverage that can be interrupted, which is the tell that the scam is written by someone who doesn't actually understand insurance), and a request for two high-value PII elements in a single call. Hang up. If your father genuinely updated his policy's beneficiaries, either he already told you or he'll have paperwork. You can verify by calling Prudential's main customer service at the number on their website (prudential.com), and they can tell you whether any real update is in process. Never give SSN or DOB to an inbound caller — the rule is absolute, regardless of how plausible the pretext sounds.",Let me give you my SSN right now — I don't want to lose the coverage.
cdef-091,爸，我改咗你WeChat密碼，因為今朝你話你部手機俾人remote control。我set咗two-factor authentication，用你個cell phone，每次log in要你輸個code。密碼寫咗喺飯枱上張yellow note度，記住唔好俾第二個人睇到。下個禮拜我過嚟幫你check埋你其他account。,-,safe,legitimate_communication,ordinary_family_message,code_mixed_cantonese_english,traditional,wechat_1to1,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Ordinary post-incident caregiver follow-through. Translation: 'Dad, I changed your WeChat password, because this morning you said your phone was being remote-controlled. I set up two-factor authentication using your cell phone — every log-in will need you to enter a code. The password is written on the yellow note on the dining table, remember don't let anyone else see it. Next week I'll come over and help check your other accounts.' This is the right response after a suspected remote-access scam: change the password, add 2FA, document the password somewhere physical the parent can find but outsiders can't see, plan the broader account audit. No red flags — every element of this message is good security hygiene. Rows like this teach the model what good caregiver remediation looks like, so when similar situations come up the model can reinforce rather than second-guess.",
cdef-092,"Hi, this is Officer Wong from San Francisco Police, speaking with you as the emergency contact for Mr. Zhang, apartment 4C. He was the victim of a phone scam this morning and wired $15,000 before his neighbor realized and called us. He's physically safe but pretty shaken. We've filed a report (case SF-2026-8437). I don't need any money or information from you — I'm calling so you can come support him and so we can talk about what recovery steps are possible. I'm at Central Station, 766 Vallejo, 415-315-2400.",-,safe,legitimate_communication,real_police_procedure,english,romanized,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate police call to the adult child after a parent was victimized by a scam — a difficult but crucial kind of contact to treat as normal in the dataset. Verified signals: the officer identifies himself by name, references a specific real event (your father wired $15K after being scammed), gives a real case number, explicitly states he needs no money or information from you, names the real station (Central, 766 Vallejo), and provides the real front-desk number 415-315-2400. No payment request, no urgency beyond the natural need for family support, no off-channel redirect. Verify by calling Central Station independently and asking for Officer Wong and the case number. After verification, what matters: get to your father, call his bank's fraud department (the wire may be recoverable if caught within 24 hours), file an IC3.gov report, and don't pile shame on him — scam-shame is why many elders never tell their kids until the losses compound. This row is the emotional inverse of the scam calls — a real officer's job here is to reduce harm, not extract value.",
cdef-093,"Hi Auntie, it's your niece Pauline. I heard from Grandma yesterday that you've been getting a lot of strange phone calls. I'm sorry — I know it's scary. I put together a cheat sheet of numbers you can call to verify anything: SFPD Central Station 415-315-2400, Kaiser member services on the back of your card, the Chinese Consulate in SF 415-852-5900. I'll laminate it and bring it Sunday. Also, 任何時候有電話覺得古怪，即刻打俾我先，我陪你諗. Love you.",-,safe,legitimate_communication,real_family_message,code_mixed_english_cantonese,traditional,sms,elder_immigrant,filial_piety,legitimate_process,contrast,verify_via_official_channel,"Legitimate family member offering scam-prevention help — the proactive side of caregiver support. Verified signals: a known family member (niece), references a real conversation her grandmother had with the aunt, specific real verification numbers (SFPD Central 415-315-2400, Chinese Consulate SF 415-852-5900 are both real), offers physical help (laminated card), and encourages the aunt to call before reacting to any suspicious call — the exact habit that breaks most phone scams. The closing Cantonese line translates to 'anytime you get a call that feels strange, call me first, I'll think it through with you' — which is the single best piece of advice for any elderly parent's scam-safety plan. This is the behavior the whole dataset is ultimately trying to teach caregivers to adopt — a row where the caregiver gets it right gives the model something to reinforce.",
cdef-095,"Hi, this is Angela Kim, a case worker with San Mateo County In-Home Supportive Services (IHSS). Your father Mr. Tam applied for the IHSS program two months ago and his eligibility interview is scheduled for next Tuesday at 10am at our San Mateo office, 400 County Center. He should bring his Medi-Cal card and two photo IDs. No payment is required for IHSS — it's a free program. You're welcome to attend as his family member. Our office number is 650-573-2600. The case number on his file is IHSS-25-8842.",-,safe,legitimate_communication,real_community_organization,english,romanized,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate county-level social services call about an in-home care program. Verified signals: references a real application your father actually submitted (you can ask him to confirm), names a real program (IHSS is California's In-Home Supportive Services — real, county-administered, free), a real county office address (400 County Center is the real San Mateo County government complex), explicitly states no payment is required, provides a real case number format, and invites family attendance rather than discouraging it. The 650-573-2600 number is San Mateo County's real main line area code. No urgency, no payment request, no off-channel redirect. To verify, go to smcgov.org or call the county main number from an independent search. This row matters because Chinese-American caregivers navigating US safety-net programs for their parents (IHSS, Medicaid, MSSP) receive lots of these calls, and the model shouldn't flag routine government caseworker outreach as fraud-adjacent. Real county programs look like this: specific, process-oriented, and verifiable through .gov channels.",
cdef-096,"Hey sis, weird one. I got an email from 'Apple Support' saying 媽咪's iCloud was accessed from Shenzhen and they need me to verify with her Apple ID and a credit card to restore access. Looks kind of legit — has Apple logos and everything. But the reply-to address is appleid-secure@icloud-verify[.]net. Should I do anything? She's been on a cruise so if her phone is compromised she can't really help right now.",-,scam,fraud,fake_customer_service_refund,code_mixed_english_cantonese,romanized,sms,adult_child_caregiver,authority_deference,"authority_impersonation,credential_theft",original,hang_up_and_verify,"Your sibling is asking the right question — affirm the instinct. The 'Apple Support' email is a phishing attempt, and the reply-to address gives it away: Apple's real domain is apple.com or icloud.com, never 'icloud-verify[.]net' or any hyphenated lookalike. The Shenzhen-login detail is generic scare framing, the credit-card request is the extraction, and the cruise context ('she can't verify') is exactly the urgency the scammer hopes you'll feel. What to do: (1) don't click anything in the email, don't reply. (2) You can't verify an iCloud issue without her — and real iCloud issues don't require a family member to provide credit card info regardless. (3) When your mom gets off the cruise, have her log into her Apple ID directly at appleid.apple.com and check sign-in history. If there's a real Shenzhen login, she can sign out of all devices from there. (4) Report the phishing email to Apple (phishing@apple.com) and delete it. The pattern of 'parent is temporarily unreachable + urgent account action needed + credit card required' is a specifically-designed caregiver-targeting vector; the next time you see it, it'll be from a different 'company' but the shape will be the same.",The cruise situation makes this scary. Let me just give them the card so mom's account doesn't get locked.
cdef-098,小姐你好，我係樓下China Trust Bank個branch manager Jenny Lee。你爸爸今朝嚟話要wire $50K去Hong Kong，話係幫佢個朋友做投資。佢話唔想畀你知。Our fraud protocol要求我哋hold transactions over $25K when the customer shows signs of elder financial abuse。我冇完成個transfer。佢仲喺office度，可唔可以過嚟?,-,safe,legitimate_communication,real_bank_alert,code_mixed_cantonese_english,traditional,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate branch-level bank fraud intervention — the caregiver-facing version of what happens when a well-trained banker catches a likely scam in progress. Translation: 'Miss, this is Jenny Lee, the branch manager of China Trust Bank downstairs. Your father came in this morning wanting to wire $50K to Hong Kong, saying it was to help his friend make an investment. He said he doesn't want you to know. Our fraud protocol requires us to hold transactions over $25K when the customer shows signs of elder financial abuse. I did not complete the transfer. He's still in the office — can you come over?' Verified signals: a named bank employee at a specific branch, a plausible and actually-existing elder-abuse hold protocol (California SB-1140 gives banks authority to pause suspicious transactions involving elders), an explicit ask for family presence rather than financial information or authorization, and no money or credentials requested. Verify by calling the branch's main number from an independent source (not a number the caller gave) and asking for Jenny Lee. Go immediately. The father's 'don't tell my daughter' is itself a major scam signal — the banker recognized the pattern. This row shows what the caregiver should hope real bankers do, and what good escalation looks like.",
cdef-099,Mom forwarded me this 圖片 of a message she got saying Dad owes money for a 海關 package — 『王先生，您的國際包裹因海關稅未繳被扣留，請於24小時內繳納$487手續費，否則包裹將退回原寄地。詳情請致電海關熱線...』. She's worried because Dad DID order something from 淘寶 last month. What do I tell her?,-,ambiguous,edge_case,forwarded_from_parent_confusion,code_mixed_english_mandarin,simplified,sms,cross_demo_edge,authority_deference,"authority_impersonation,urgency_manipulation,advance_fee",edge_case,verify_via_official_channel,"Your mom is asking the right question — and this one is harder because there's a real underlying event (Dad did order from Taobao). That makes the scam message feel plausible. The scam text translates to: 'Mr. Wang, your international package has been detained due to unpaid customs tax. Please pay the $487 processing fee within 24 hours, otherwise the package will be returned to sender. For details call customs hotline...' Red flags despite the real-world setup: (1) US Customs does not contact consumers by Chinese-language SMS demanding fees — real customs/duty charges come through the carrier (USPS, FedEx, UPS) at delivery, not a pre-delivery text with a 24-hour deadline, (2) $487 is inconsistent with any real customs-duty amount for a Taobao order, (3) 'call hotline' numbers in these messages are scammer-controlled. Tell your mom: the package real or not, don't call any number in the SMS, don't pay anything. If Dad is actually expecting a package from Taobao, he can track it through the Taobao or carrier app — if it's held up at customs, the carrier (not a scam text) will notify him, and duties are paid through the carrier. This is a classic pattern where a real event (Taobao order) makes a fake message harder to dismiss — caregivers should learn that overlap-with-reality isn't verification.",
cdef-100,"Mr. Lam, this is your sister calling. Mom passed away this morning at the nursing home around 4am. I'm sorry to tell you like this but I've been trying to reach you and your work phone goes to voicemail. I'm at the home now with Aunt Grace. The funeral home is asking about arrangements — can you call me back as soon as you get this? Also her WeChat account — Aunt Grace says there are some financial messages in it we should look at together before anything else. I love you. 珍重.",-,safe,legitimate_communication,real_family_message,english,romanized,phone_call,adult_child_caregiver,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Legitimate bereavement notification from sibling to sibling — emotionally heavy but structurally ordinary. Verified signals: a sibling with a known relationship, references a specific and verifiable event (the nursing home can confirm), includes multiple family members (Aunt Grace), delivers news before asking for anything, asks for a callback rather than a wire transfer, and raises the financial-messages concern as something to investigate together rather than urgently. No money request, no isolation, no urgency beyond the natural timing of funeral arrangements. Rows involving end-of-life and bereavement matter in this dataset because they often overlap with the moment when scammers target grieving families (obituary-driven identity theft, fake final-expense collectors, fake inheritance-tax scams). Here the sibling's raising of WeChat financial messages to look at together is actually caregiver best-practice — one of the first things families should do after an elderly relative's death is audit the accounts for unauthorized activity. A model that flagged this message as suspicious would fail the moment a real caregiver most needed it to reinforce good instincts.",
cdef-101,"Dear Mr. Chan, your father Robert Chan's 2025 Medi-Cal renewal documents are due for annual recertification. Please submit the enclosed forms (also available at benefitscal.com) by June 15, 2026 to avoid any interruption in coverage. No action is needed if your father has been receiving SSI — his Medi-Cal renews automatically. For questions, contact San Francisco Human Services Agency at 415-558-4700 (this number is also printed on all prior correspondence). We will never call asking for payment or bank information.",-,safe,legitimate_communication,real_health_insurance_notice,english,romanized,mail,adult_child_caregiver,authority_deference,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate government-program renewal notice to the adult child listed as contact. Verified signals: arrives by mail (the standard real channel for Medi-Cal renewals), references a specific real program and the real online portal (benefitscal.com is California's actual benefits site), provides a specific deadline months out rather than hours, explicitly mentions the SSI auto-renewal pathway, lists a real county number (415-558-4700 is SF Human Services Agency's real main line), and explicitly states the agency will never call for payment or banking info. No urgency, no click-to-verify link, no personal information requested in the message. This is the shape of normal safety-net-program communication — adult children who help parents navigate Medi-Cal, CalFresh, IHSS, and SSI receive these kinds of notices regularly, and the model should treat them as baseline-legitimate. If you want to verify, log in to the parent's existing benefitscal.com account or call 415-558-4700 from an independent look-up.",
cdef-102,"Hey Ma, 今日我help you set up Zelle了。Password我寫喺你wallet裡面個card度，用四個數字你easy to remember: ~your wedding anniversary~. Remember: Zelle is INSTANT和不可逆 — once you send, it's gone forever. If anyone ever asks you to Zelle them, especially someone claiming emergencies or deals, 停一停先打電話畀我. Rule: 家人money transactions, 我哋always confirm by voice call first, never just text. Love you. OK? 打電話confirm you got this.",-,safe,legitimate_communication,ordinary_family_message,code_mixed_english_cantonese,traditional,wechat_1to1,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Exemplary caregiver message — an adult child setting up a new financial tool for a parent with all the right safety guardrails embedded. Code-mixed translation: 'Hey Ma, today I helped you set up Zelle. Password is written on the card in your wallet, four digits you can remember: your wedding anniversary. Remember: Zelle is INSTANT and irreversible — once you send, it's gone forever. If anyone ever asks you to Zelle them, especially someone claiming emergencies or deals, pause first and call me. Rule: for family money transactions, we always confirm by voice call first, never just text. Love you. OK? Call me to confirm you got this.' Every element of this message is the right pattern: explain the tool, explain its risk (irreversibility), give a memorable password, establish a family rule (voice confirmation for transactions), close with a verification ask (call me to confirm). No red flags — this is what good caregiving looks like. Rows like this give the model a positive exemplar to reinforce when it sees similar caregiver-to-parent messages, rather than over-flagging every money-adjacent Cantonese-English text.",
cdef-104,"Hello, I'm Dr. Sarah Martinez, the pharmacist at the Walgreens on Geary. Your father dropped off a prescription today but it looks like he may be taking two medications that can interact — the warfarin from Kaiser and a supplement he bought labeled 何首烏. I didn't want to alarm him directly, so I'm calling the emergency contact on his file. Could you check in with him and maybe loop in Kaiser? Our store number is 415-XXX-XXXX if he wants to call back.",-,safe,legitimate_communication,real_pharmacy_notification,english,romanized,phone_call,adult_child_caregiver,health_anxiety,legitimate_process,contrast,verify_via_official_channel,"Legitimate pharmacist safety call to the adult child — a real and increasingly common scenario at pharmacies serving Chinese-American patients who may be taking both Western prescriptions and traditional herbal supplements. Verified signals: the pharmacist identifies herself by name, names the specific store (Walgreens on Geary is a real SF location), references a specific prescription your father actually dropped off, flags a real known interaction (warfarin + He Shou Wu / 何首烏 has documented anticoagulant interaction risk), and asks you to loop in the prescribing doctor rather than requesting money or information. The call directs you to call your father back, contact Kaiser, and verify through your own channels — exactly what legitimate clinical-safety escalation looks like. This row matters because Chinese-community pharmacist calls about herbal-prescription interactions are a legitimate caregiver touchpoint that should never get flagged as fraud. If you're unsure, call the Walgreens at the listed number from an independent look-up and ask to speak to the pharmacist.",
cdef-105,"Dear Mr./Ms. Wong — our condolences on the passing of your mother Amy Wong. This is Henderson Estate Recovery Group. Our records show Mrs. Wong had an outstanding federal estate tax liability of $8,450 that must be settled within 30 days to close the estate and release remaining assets (her Chase account, her home at 842 Clement St., her safe deposit box). We can expedite with a credit card or bank transfer to our escrow account. Please contact me: Agent Martinez, 855-XXX-XXXX, martinez@estate-recovery-federal[.]org. Reference case ERG-2026-8844.",-,scam,fraud,fake_estate_collection,english,romanized,phone_call,cross_demo_edge,filial_piety,"authority_impersonation,urgency_manipulation,advance_fee",original,hang_up_and_verify,"Obituary-driven estate-tax scam targeting the adult child after a parent's death. Red flags stack hard: (1) no 'Henderson Estate Recovery Group' is a real federal entity — the IRS handles federal estate tax, not private 'recovery groups,' (2) real federal estate tax only applies to estates over $13.6M (2024 exemption) — a Clement Street row house and a Chase account almost certainly aren't triggering federal estate tax at all, (3) the specific property address and bank mention are pulled from public probate filings and obituary metadata (scammers scrape both aggressively), (4) the .org-but-lookalike domain and third-party escrow are standard scam infrastructure. This scam specifically targets the narrow window when adult children are grieving, overwhelmed, and susceptible to 'close the estate' pressure. Hang up, don't pay, don't email. If you have any real estate-tax question, call your probate attorney (if you engaged one) or the county probate court clerk directly. For federal estate tax specifically, irs.gov/businesses/small-businesses-self-employed/estate-tax has the actual rules. Bereavement-targeted scams are a growing category — the pharmacists, community members, and siblings in this dataset (rows like cdef-100, cdef-103) who flag them early are the real protection.",Of course — let me give you my card number right now. I just want to get my mom's estate closed so we can move on.
cdef-106,"Hi Lily, this is Karen from Bay Area Senior Care Consultants. I'm reaching out because your mother Mrs. Tam reached out to our office last week asking about placement options for assisted living — she said she wanted to get information without worrying her family. She mentioned some memory issues and asked us to handle things discreetly. We have a lovely community with an opening and a same-day reservation fee of $3,500 holds the spot. Since Mrs. Tam mentioned she wanted this to be a surprise for the family, I'm calling you as next-of-kin to quietly confirm payment and we'll handle everything else. She's happy to sign the contract once the room is held.",-,scam,fraud,fake_elder_care_services,english,romanized,phone_call,cross_demo_edge,filial_piety,"authority_impersonation,urgency_manipulation,advance_fee,isolation_tactic",original,hang_up_and_verify,"Sophisticated elder-care scam that plays both generations against each other — the classic cross-demographic manipulation. The scammer has likely made a separate call to your mother claiming you already know about the placement, and is now calling you claiming she wanted it kept secret. The 'discreetly,' 'quietly confirm,' and 'surprise for the family' framing is the isolation tactic applied across both directions: your mother is told not to worry you, you're told she wants secrecy from the family. Real assisted-living placements never work this way — families tour together, financial planners are typically involved, Medicare/Medicaid coverage is evaluated, and reservation fees (if they exist at all in a legitimate community) are paid by the resident from their own funds through a signed contract, not by family members over the phone. Hang up. Call your mother directly and ask if she actually called any senior care consultant. If she says yes — great, but still tell her no payment moves until you meet the consultant in person at a licensed, California-DSS-registered facility you can look up at cdss.ca.gov. If she says no — report the scam to IC3.gov and your local Adult Protective Services, because someone has her phone number and is working both ends.","Poor mom, she must be overwhelmed. Let me send the $3,500 now so she doesn't have to worry about it."
cdef-107,阿姨您好，我姓李，是做中医世家的。我看您气色有点虚，尤其眼下发青，是肾气不足的表现。我外公当年在北京同仁堂坐诊四十年，留下一个祖传补肾方子，专治您这种情况。我不是卖给您，是我自己家族配的，您试一盒三天就能感觉精神好很多。一盒平时八百，今天您是我看到的第三位有缘人，我只收您三百八十。您先生身体也好吗？可以一起调理。,"Auntie, my surname is Li, I come from a family of TCM practitioners. I can see your complexion looks a bit weak, especially the darkness under your eyes — that's a sign of kidney qi deficiency. My grandfather practiced at Beijing Tongrentang for forty years and left behind an ancestral kidney tonic formula specifically for your condition. I'm not selling this to you, my family makes it ourselves — three days and you'll feel much more energetic. Normally 800 yuan, but you're the third destined person I've seen today, I'll charge you only 380. How is your husband's health? We can adjust you both together.",scam,fraud,miracle_health_product,mandarin,simplified,in_person,elder_immigrant,health_anxiety,"guaranteed_returns,authority_impersonation,advance_fee",original,hang_up_and_verify,"This is the Mandarin in-person miracle-health-product scam — the Chinatown street / seniors-center variant that mirrors the Cantonese version in cdef-027 but uses Mandarin-targeted framing (Tongrentang, 'kidney qi,' 'destined person' 有缘人). Red flags: an unsolicited 'diagnosis' from a stranger on the street or at a community seminar (no real TCM practitioner works this way), famous-hospital lineage claims that are almost always unverifiable, artificial pricing ('today only 380 instead of 800'), fate-based urgency ('destined person' is a specifically Chinese cultural lever that Western fraud literature misses), and the upsell to the spouse. These products are not FDA-regulated, may be adulterated (documented cases of kidney failure from aristolochic-acid-containing 'kidney tonics'), and often interact dangerously with actual prescriptions. Tell your parent: do not buy, do not take a sample, walk away. If they already bought, stop taking it and bring the product to their real doctor — some ingredients seriously interfere with warfarin, blood pressure medication, and diabetes drugs. Real community health education comes from licensed clinicians at places like Chinatown Community Health Center (see cdef-054), not from strangers on the street with ancestral formulas.",五百可以吗？我先生真的最近也没什么精神，我们一起调理好不好？
cdef-108,尊敬的王女士，中国移动为您提供海外漫游套餐升级服务。您当前的套餐将于今日24:00自动扣费$58.80，升级至国际尊享套餐。如需取消，请在2小时内致电我司客服400-XXX-XXXX，或通过Signal添加客服账号CMCC_service核实。逾期扣费一经发生将无法退款。,"Dear Ms. Wang, China Mobile is providing you with an overseas roaming plan upgrade service. Your current plan will automatically deduct $58.80 today at 24:00 for upgrade to the International VIP package. To cancel, call our customer service at 400-XXX-XXXX within 2 hours, or add Signal account CMCC_service to verify. Deductions once processed cannot be refunded.",scam,fraud,wechat_subscription_expiry,mandarin,simplified,sms,elder_immigrant,authority_deference,"authority_impersonation,urgency_manipulation,credential_theft",original,hang_up_and_verify,"Fake China Mobile (中国移动) subscription-upgrade scam targeting elders who maintain mainland mobile numbers for family contact. Same pattern as the fake WeChat VIP scam in cdef-022 but adapted to the telecom vector, which specifically targets Mandarin-speaking elders who travel to China or maintain PRC family ties. Red flags: China Mobile does not 'auto-upgrade' plans with same-day deductions, does not route customer service through Signal, and does not charge dollars (USD) on a PRC mobile account. The 2-hour deadline is manufactured; the 400 number and Signal handle are both scammer-controlled. Tell your parent: do not call the number, do not add the Signal account, do not reply. To verify any real China Mobile account status, log in through the 中国移动 app they already have installed, or check through 10086 (China Mobile's real service number, dialed from within China only — don't dial any US number claiming to be 10086). If they already called and gave credentials, change the account password from the official app and notify any family member who manages the PRC account with them.",赶紧打电话取消，我可不想白扣这笔钱。
cdef-109,【中国铁路12306】尊敬的旅客，您预订的K1234次列车车票（北京-上海，发车时间2026-05-15）因支付系统异常未能成功出票，款项将于72小时内原路退回。如需协助请登录12306.cn官方网站或官方APP查询，或拨打客服电话12306。我们不会通过短信要求您点击链接或提供银行信息。,-,safe,legitimate_communication,real_platform_notice,mandarin,simplified,sms,elder_immigrant,authority_deference,"legitimate_process,verified_source",contrast,verify_via_official_channel,"This is a legitimate 12306 (China Railway ticketing) refund notification — the in-channel counterpart to the Alipay/UnionPay/12306 freeze scam in cdef-023, and the lower-risk baseline that Mandarin-speaking elders who book PRC train travel should recognize. Translation: '[China Railway 12306] Dear passenger, your booking for K1234 Beijing-Shanghai (departing 2026-05-15) did not successfully issue a ticket due to a payment system error. Funds will be returned via the original payment method within 72 hours. For assistance, log into the 12306.cn official website or app, or call service line 12306. We will never ask you to click a link or provide bank information via SMS.' Verified signals: references a specific real booking the recipient can verify in their own 12306 account, directs to the real official site and the real service number (12306 is the actual dialable number within China), 72-hour refund window (not same-day urgency), and explicit 'we will never ask' disclaimer. If your parent booked a ticket and this message appears, log into the 12306 app they already have — the refund will show in the order history. No action required beyond verification.",
cdef-110,阿姨，我是刚搬来您楼下的小周，在北大毕业的，现在在湾区一家AI公司做产品。我看到您前几天在走廊晕倒，当时是我叫的救护车，您还记得吗？我想来谢谢您，顺便想和您聊聊——您一个人住照顾起来不容易，我知道最近政府有一个叫IHSS的补贴项目，专门给像您这样的老人用。如果您愿意给我一份授权书，我可以帮您走流程，只需要您的SSN和Medi-Cal卡号复印件，流程走完每个月您能多拿八百多美金。,-,scam,fraud,fake_elder_care_services,mandarin,simplified,in_person,elder_immigrant,authority_deference,"authority_impersonation,credential_theft,advance_fee",original,hang_up_and_verify,"Door-to-door IHSS enrollment scam targeting isolated Mandarin-speaking elders, using a real past event (the ambulance call) to establish trust before extracting SSN and Medi-Cal number. Red flags: IHSS (In-Home Supportive Services) is a real California program but enrollment is done through the county Human Services Agency (see cdef-095 for what the real process looks like) — never through a neighbor, a 'helper,' or anyone collecting SSN and Medi-Cal copies. A real past helpful act (calling an ambulance) is being weaponized to lower verification defenses. The 'I'll help you walk through the paperwork' framing is specifically dangerous because it sounds like filial care. Tell your parent: do not give SSN, Medi-Cal, or any document to this person. If they want IHSS, call the county Human Services Agency directly (SF: 415-557-5000, San Mateo: 650-573-2600, Santa Clara: 408-792-1600 — all publicly listed) and apply through the county. Thank the neighbor for the ambulance call separately and keep the financial paperwork completely unconnected. If SSN was already shared, treat as identity-theft territory: credit freeze at all three bureaus, Medi-Cal fraud report at 1-800-822-6222.",谢谢你小周，我正愁怎么办这个。我这就给你复印件，你帮我办吧。
cdef-111,妈，今天Dr. Chen给您做完心脏超声检查，结果出来了：左心室功能正常，瓣膜没有问题，和去年的检查对比没有恶化。医生建议您继续吃现在的药，半年后再来复查。下次预约我已经帮您记在手机日历里，到时候我陪您去。您有什么不舒服随时告诉我。,-,safe,legitimate_communication,ordinary_family_message,mandarin,simplified,wechat_1to1,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Ordinary adult-child health coordination message in Mandarin. Translation: 'Mom, Dr. Chen finished your cardiac echo today, results are in: left ventricle function is normal, no valve issues, no deterioration compared to last year's exam. Doctor recommends continuing your current medication, follow-up in six months. I've put the next appointment in my phone calendar, I'll come with you. Tell me anytime if anything feels uncomfortable.' Every signal is the baseline of normal caregiving: results reported to the parent, doctor's recommendation summarized, follow-up coordinated, family member offering presence at the next appointment, open invitation for the parent to flag concerns. No money, no urgency, no authority impersonation, no isolation. This is the Mandarin counterpart to the several Cantonese ordinary-family rows — the model needs equal exposure to Mandarin baseline communication to avoid over-flagging routine caregiving from Mandarin-speaking adult children.",
