id,text,text_english_gloss,label,category,sub_type,language,script,channel,target_demographic,cultural_lever,reasoning_tag,context_type,recommended_action,completion,rejected_completion,feature_note
cdef-072,"Mom sent me this, says it came on WeChat this morning — 『你媽的Medicare身份已被盗用，需立即致电1-888-XXX-XXXX核实，否则福利将被取消』. She wants to call the number. Should she?",-,ambiguous,edge_case,forwarded_from_parent_confusion,code_mixed_mandarin_english,simplified,sms,cross_demo_edge,authority_deference,"authority_impersonation,urgency_manipulation",edge_case,verify_via_official_channel,"Your mom is asking the right question — that's the caregiver coaching loop working. The forwarded message (translation: 'Your Medicare identity has been stolen, call 1-888-XXX-XXXX immediately to verify or benefits will be cancelled') is the Medicare-impersonation scam translated into Mandarin for a Chinese-community target. Medicare does not contact members by WeChat, ever. Medicare does not 'cancel benefits' over the phone. The 1-888 number is a scammer-controlled line, not a real Medicare number. Tell your mom three things in order: (1) do NOT call the number, (2) if she wants to check her Medicare status, log in at medicare.gov using the account she already has, or call the number on the back of her red-white-blue Medicare card, (3) forward this scam to her caregiver (you) is exactly what she should do when something feels off — reinforce that habit. If she already called, what she shared matters: if she gave the Medicare ID number, that's identity-theft territory — call 1-800-MEDICARE and report it, and consider a credit freeze.",,Ambiguous forwarded message: insufficient context to classify; channel sms and language code_mixed_mandarin_english are plausible for both scam and legitimate; the model should express uncertainty rather than forcing a verdict.
cdef-073,"Auntie Chen (daughter of Mr. Chen in 3B), this is the property management office at Parkview Tower. Your father has been calling our front desk three times a day this week asking about package deliveries that don't exist. The concierge is worried he may be experiencing some confusion. We're not medical professionals but we wanted to let you know since you're listed as his emergency contact. Our main office number is 650-XXX-XXXX if you'd like to talk, or we can arrange a wellness check through the county if you can't reach him. — Maria, Property Manager",-,safe,legitimate_communication,real_community_organization,english,romanized,phone_call,adult_child_caregiver,filial_piety,legitimate_process,contrast,verify_via_official_channel,"This is a legitimate and sensitive kind of call — building staff flagging possible cognitive decline in an elderly resident to the adult child listed as emergency contact. Verified signals: the caller identifies herself by name and role, references a specific observable pattern (repeated calls about non-existent packages) rather than claiming emergency, asks nothing financial, offers resources (talking with her, county wellness check) rather than demanding action, and gives a publicly-listed management office number to call back. No urgency, no payment, no personal information requested. If you get this call, take it seriously and don't let embarrassment stop you from following up — early concern is how serious cognitive issues get caught. You can verify by calling the building's main number (look it up yourself, don't use the number in the call) and asking for Maria.",,"Contrast twin of pig_butchering_group_chat: shares surface features (channel=phone_call, language=english, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that phone_call + english + authority language does NOT determine fraud; the causal features do."
cdef-074,"Hi honey, remember I told you Auntie Linda forwarded me that 『秘密投資群』 two weeks ago? I thought about what you said and I left the group. But now 陳太 (you know, mom's mahjong friend) is telling me everyone in the group is making money and I'm being foolish for leaving. Three other aunties I know are still in it. Should I be worried for them?",-,ambiguous,edge_case,pig_butchering_group_chat,code_mixed_cantonese_english,traditional,phone_call,adult_child_caregiver,collectivist_pressure,guaranteed_returns,edge_case,verify_via_official_channel,"This is your mom showing real judgment — she recognized the pattern, left the group, and is now asking the right question about her friends. First, affirm her decision to leave: that was correct, don't let her second-guess it just because the scammers are still showing fake gains to the remaining members. The 'everyone is making money' claim is the textbook pig-butchering social-proof phase — the 'gains' are fabricated dashboard numbers, and members who try to withdraw will be told they owe 'taxes' or 'fees' that chip away at their supposed profits. About the three aunties still in the group: you can't force them out, but you can give your mom scripts for quiet 1-to-1 outreach (not group confrontation, which triggers face-saving dynamics and backfires). Suggest she reach out to each auntie individually with something like: 『我之前都喺嗰個group，我個女幫我查過，嗰類group一般有問題。你自己留意下，如果你想攞返啲錢出嚟試下，可能會見到有啲奇怪嘅fee』. Report the group to WeChat through the in-app report function, and if any auntie has sent substantial money, the IC3.gov report is worth filing.",,Ambiguous edge case (pig_butchering_group_chat): surface features overlap with both scam and safe patterns; the joint feature combination (phone_call + code_mixed_cantonese_english + collectivist_pressure) is deliberately inconclusive.
cdef-075,媽係我呀，Jason。我今日喺Kaiser做血液檢查，doctor話我嘅iron level有少少低，要我食啲supplement。我幫你同爸check埋，你哋下次appointment我陪你哋去。你哋唔使擔心，我冇事嘅。今晚我返嚟食飯。,-,safe,legitimate_communication,ordinary_family_message,code_mixed_cantonese_english,traditional,wechat_1to1,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Ordinary code-mixed Cantonese-English family message from a 1.5-generation son to his immigrant mother — the baseline linguistic texture of Chinese-American family life. Verified signals: son self-identifies (Jason), references a real HMO (Kaiser Permanente), reports a routine clinically-minor finding (slightly low iron, take a supplement — standard primary-care follow-up, no urgency), offers reciprocal help with the parents' upcoming appointments, and closes with 'don't worry, I'm fine, I'll be home for dinner.' No money request, no SSN, no urgency, no secrecy. Confidence check: if mom is ever unsure whether a message is really from Jason, the rule is simple — call his saved mobile number from her own contacts before reacting to anything in the chat; real Jason will always pick up, and anyone impersonating him cannot. She can also cross-check his Kaiser visit by asking him to show her the visit summary in his kp.org app next time he's home. Iron-deficiency and similar low-severity health details in a known-contact code-mixed message are baseline family texture, not a scam signal; if a future message in the same thread ever shifts to 'wire me money for an urgent surgery' or 'buy a gift card,' that IS the scam variant (contrast grandchild-impersonation rows).",,"Ordinary family message in code_mixed_cantonese_english via wechat_1to1 — channel and language are jointly determined by the family's actual communication habits (WeChat for Chinese-speaking families, SMS for English-dominant); lever filial_piety reflects the family relationship, not a manipulation vector; no fraud-adjacent features present."
cdef-076,"Hey sis, Mom called me freaking out saying the FBI called her saying I'm under investigation for money laundering at my job and that I'll lose my green card unless she wires $30K today. I'm obviously fine and at work. Can you call her and calm her down? She was about to drive to her bank.",-,scam,fraud,student_child_as_leverage,english,romanized,sms,cross_demo_edge,filial_piety,"authority_impersonation,urgency_manipulation,isolation_tactic",original,hang_up_and_verify,"This is the adult version of the student-as-leverage scam — the child (your brother/sister) is fine; your mother is the actual target. The scammer used an 'FBI + green card + child in trouble' frame because all three triggers stack in a first-generation immigrant parent: fear of US authorities, fear for the child's immigration status, and filial instinct. Call your mom immediately: tell her your sibling is fine (let the sibling get on the call too if possible), tell her the FBI does not call parents about adult children's jobs, the FBI does not collect money, and no green card gets revoked over a wire transfer. If she's already at the bank, call the bank directly and flag the transaction — most major banks will pause a wire if the customer is a senior reporting an FBI scam frame. Save the FBI's real number (1-800-CALL-FBI or ic3.gov) for her phone. After the immediate fire is out, walk her through what red flags to recognize next time, because scammers who succeed once often come back, and scammers who get hung up on often come back with a different script.",,Student-child-as-leverage scams use phone_call or SMS in Cantonese or English; lever is filial_piety because the scam exploits the parent's fear for a child studying abroad.
cdef-077,"Auntie, Allen here (Mary's husband). Mary wanted me to let you know her 體檢 results came back normal — the nodule on her thyroid is benign, the doctor isn't worried. She'll call you tomorrow, just got too tired tonight. Take care of yourself too, and thanks for the soup last week. 晚安。",-,safe,legitimate_communication,real_family_message,code_mixed_english_cantonese,traditional,sms,elder_immigrant,filial_piety,legitimate_process,contrast,verify_via_official_channel,"This is a legitimate code-mixed family update from a son-in-law. Verified signals: the sender is a known family member (Mary's husband, whom Auntie knows), references a specific prior concern the family actually had (a thyroid check), delivers reassurance rather than demanding action, references a recent shared real-world event (soup last week) that only a real family member would know, and offers a normal next-day follow-up. No money request, no urgency, no isolation. This is how second-generation family members often write to first-generation in-laws — English as the base language with selective Cantonese where it feels more natural (體檢 for 'physical exam,' 晚安 for 'good night'). Rows like this matter because the code-mixing pattern itself is not a fraud signal — a scammer impersonating Allen would either get the code-mixing wrong (too formal, or inconsistent) or avoid it entirely.",,"Contrast twin of grandparent_scam_chinese: shares surface features (channel=sms, language=code_mixed_english_cantonese, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that sms + code_mixed_english_cantonese + authority language does NOT determine fraud; the causal features do."
cdef-078,"Hi, I'm calling from JADE Elder Care Solutions. We specialize in arranging in-home caregivers for Chinese-speaking elders. Your father's primary care doctor at UCSF referred him to us — we have a caregiver available starting Monday for $35/hour, first 10 hours free if you sign today. I can email you the contract and we just need your credit card to hold the slot. We accept Zelle if easier.",-,scam,fraud,fake_elder_care_services,english,romanized,phone_call,adult_child_caregiver,filial_piety,"authority_impersonation,urgency_manipulation,advance_fee",original,hang_up_and_verify,"Fake elder-care agency scam targeting adult-child caregivers. Several signals: an agency you've never heard of claiming a doctor referral (UCSF does not refer patients to private agencies by phone cold-call to family members), a same-day contract deadline, 'first 10 hours free' as a close-the-sale hook, and payment collection by Zelle — which is a major red flag since Zelle is irreversible and legitimate home care agencies bill through invoices, long-term care insurance, or VA benefits. Hang up. If your father actually needs home care, ask his UCSF primary care doctor directly (through MyChart or the clinic's main line) for their social worker's recommendations. Real agencies are licensed through the California Department of Social Services and can be looked up in the state's Home Care Services Registry (hcsbtbcs.cdss.ca.gov). Zelle for elder care arrangement is the specific tell — no real agency works that way.","Great, let me give you my credit card now — my dad really needs help.",Fake Elder Care Services targets adult_child_caregiver or cross_demo via phone_call in English; lever is authority_deference or filial_piety because the scam impersonates professional services the family is actively seeking.
cdef-079,"BUPA Health notice for Wong Siu Ming. 親愛的會員，您嘅年度preventive health check benefit 將於6月30日到期。Please schedule your annual physical through the BUPA app or by calling 1-800-XXX-XXXX (also on the back of your BUPA card). We will never ask for your SSN, bank details, or passwords. 多謝。",-,safe,legitimate_communication,real_health_insurance_notice,code_mixed_english_cantonese,traditional,mail,elder_immigrant,authority_deference,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate code-mixed English-Cantonese BUPA Health preventive-benefit reminder delivered by mail — the real counterpart to health-insurance impersonation scams. Verified signals: BUPA is a genuine international health insurer with major operations in the UK, Hong Kong (bupa.com.hk), Australia (bupa.com.au), and the Bay Area diaspora market; the mail channel matches BUPA's real notice-delivery posture (scams overwhelmingly use phone or SMS); the message references a specific benefit (annual preventive health check) with a specific deadline (June 30) that Mr. Wong can verify in his own member portal; it routes scheduling to the BUPA app he already uses or to the number printed on the back of his physical BUPA card; and includes the explicit 'we will never ask for SSN, banking info, or passwords' disclaimer matching BUPA's real anti-fraud policy. The English-core-with-Cantonese-bookend code-mixing is a standard real BUPA style for Chinese-speaking members. Confidence check: Mr. Wong should log into the BUPA app or bupa.com.hk under his existing credentials to confirm the June 30 benefit-expiration appears in My Benefits; any follow-up contact should be initiated by him via the number on the back of his physical card (never a number printed inside any letter). If any 'BUPA' contact ever requests a 'processing fee' to schedule a covered preventive visit, that is the scam variant — real preventive benefits are zero-out-of-pocket by design.",,"Contrast twin of health_insurance_claim_fraud: shares surface features (channel=mail, language=code_mixed_english_cantonese, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that mail + code_mixed_english_cantonese + authority language does NOT determine fraud; the causal features do."
cdef-080,"Ma, I'm forwarding you something that came through our company's HR portal today. An email saying our company has been breached and elderly family members of employees may have been targeted by follow-on scams. It says we should warn our parents about any calls or texts in the next 2 weeks claiming to be from our employer. The email looks real to me but I wanted to check before I scare you for no reason. 你最近有冇收到奇怪嘅電話?",-,ambiguous,edge_case,forwarded_from_parent_confusion,code_mixed_english_cantonese,traditional,wechat_1to1,cross_demo_edge,filial_piety,urgency_manipulation,edge_case,verify_via_official_channel,"Interesting edge case — the adult child is doing the forwarding here, asking their parent to stay alert. The question is whether the HR email is real. Two possibilities: (1) A legitimate corporate breach notification about follow-on social-engineering attacks (these happen and are increasingly common — Anthem, Equifax, and others have notified customers this way). (2) A phishing email impersonating HR to get employees to panic their parents, harvesting contact information or priming elders for scam follow-through. The verification test is simple: log into the company HR portal directly (not through a link in the email) and check for the same notice there. If the breach notice is in the portal, it's real — and the advice to warn your parent is sound. If it's only in the email, don't act on it yet. Either way, telling your mom to expect suspicious calls over the next two weeks is good hygiene regardless of whether the original email is legitimate. The caregiver instinct shown here — pause, verify with the parent before alarming them — is exactly right.",,Ambiguous forwarded message: insufficient context to classify; channel wechat_1to1 and language code_mixed_english_cantonese are plausible for both scam and legitimate; the model should express uncertainty rather than forcing a verdict.
cdef-081,"Auntie, your daughter Linda called our front desk from Hong Kong about an hour ago very distressed. She says she can't reach you on WhatsApp and that her daughter (your granddaughter) has been in an accident. She asked me to have you call her immediately at +852-9XXX-XXXX. I'm the front-desk concierge at your building, 7th floor. Sorry to deliver this kind of news.",-,scam,fraud,grandparent_scam_chinese,english,romanized,phone_call,elder_immigrant,filial_piety,"authority_impersonation,urgency_manipulation,isolation_tactic",original,hang_up_and_verify,"Sophisticated grandparent-scam variant — the scammer impersonates the building concierge rather than the family member directly, which makes the 'emergency' feel third-party-verified. Red flags: a concierge you may or may not recognize delivering urgent family news by phone (real concierges walk up or use the building intercom; they don't cold-call residents with overseas family emergencies), a number given for you to call back (the scammer controls that number), and a framing that bypasses direct verification ('she can't reach you on WhatsApp'). Hang up. Call Linda directly on the number you already have for her — don't use the number the concierge gave. If Linda doesn't answer immediately, still don't call the provided number; try again, call your granddaughter's parents or any other relative in HK, or check Linda's last WhatsApp message for consistency. If the concierge claim is real, you can verify by calling your building's management office (number on your lease, not one you're given). This scam is particularly dangerous for elders living in buildings with concierge services who might trust the 'concierge' frame.","Oh no, let me call that number right away. Thank you so much for letting me know.",Grandparent scams arrive by phone_call (voice urgency is essential) in the grandchild's expected language; lever is always filial_piety because the scam exploits the elder's instinct to protect a grandchild in danger; the scam demands secrecy from other family members.
cdef-082,媽你上次同我講嘅銀行電話，我今日搵咗Wells Fargo個fraud department查過，佢哋confirm嗰個1-800係fake嘅。你打去畀嗰個password hint之後我哋改咗password，cancel咗個debit card，重新issue緊。保險起見你下個星期去branch in-person見個banker幫你set up一個new secondary account做你啲Social Security direct deposit。我禮拜六陪你去。,-,safe,legitimate_communication,ordinary_family_message,code_mixed_cantonese_english,traditional,wechat_1to1,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"This is your adult child reporting back after cleaning up a past bank-impersonation scam — the after-scam caregiver loop that deserves its own baseline in this dataset. Translation: 'Mom, about that bank call you told me about — I checked with Wells Fargo's fraud department today, they confirmed the 1-800 was fake. After you gave them the password hint, we changed the password, cancelled the debit card, they're reissuing. To be safe, next week go in-person to the branch to meet a banker and set up a new secondary account for your Social Security direct deposit. I'll come with you Saturday.' No red flags — every element is the right response to a past scam: contacting the real fraud department through the real bank, changing passwords, cancelling cards, adding in-person verification, and the child accompanying the parent to the branch. Rows like this teach the model what good post-incident caregiver coordination actually looks like, so it can reinforce the pattern when similar situations arise.",,"Ordinary family message in code_mixed_cantonese_english via wechat_1to1 — channel and language are jointly determined by the family's actual communication habits (WeChat for Chinese-speaking families, SMS for English-dominant); lever filial_piety reflects the family relationship, not a manipulation vector; no fraud-adjacent features present."
cdef-083,"Hi, I'm calling from County Adult Protective Services. We received a report about potential financial exploitation of your mother Mrs. Li by a member of your family. I can't disclose the reporter, but I need to schedule a visit to verify her safety and financial situation. Given the sensitive nature, we'd like you present. What's your availability this week? My badge is APS-CA-8472.",-,scam,fraud,fake_government_agency,english,romanized,phone_call,adult_child_caregiver,authority_deference,"authority_impersonation,urgency_manipulation",original,hang_up_and_verify,"Fake APS scam targeting the adult child — a pattern that exploits the caregiver's fear of being accused of elder abuse or of missing signs of exploitation. Red flags: real Adult Protective Services in California does not call family members by phone with 'badge numbers' and scheduling requests — they show up unannounced or make arrangements through a county social worker who identifies a specific office and case number. The 'I can't disclose the reporter' line is a real APS convention, which makes this scam's framing dangerous. The next move in the scam is typically one of two pivots: either a request for financial records (which lets the scammer inventory the family's assets), or an 'emergency court fee' the caregiver pays to prevent a wrongful removal of the elder into state custody. Hang up. If you want to verify there's no real APS case, call your county's APS office directly (look up the number on the county .gov site) and ask. Real APS has intake logs — they can confirm a case exists or doesn't. Do not provide financial information, schedule anything, or pay any 'fee' over the phone.",How do I prove she's safe? I'll do whatever you need — please don't take her away from us.,Fake Government Agency targets adult_child_caregiver or cross_demo via phone_call in English; lever is authority_deference or filial_piety because the scam impersonates professional services the family is actively seeking.
cdef-084,"Mr. Chen, I'm Dr. Patel's office manager at El Camino Cardiology. Your father was in for his echocardiogram last Tuesday and Dr. Patel wants to add a follow-up medication. I tried reaching your father but he doesn't check voicemail. Could you help him set up an appointment this week? Our number is 650-962-4000 — it's also on his after-visit summary. I don't need any payment info, just trying to make sure he takes the next step. Thanks.",-,safe,legitimate_communication,real_medical_appointment,english,romanized,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate El Camino Cardiology follow-up call to an adult-child caregiver because the elderly patient isn't checking voicemail — a common real-world healthcare workflow, not a scam signal. Verified signals: El Camino Cardiology is part of the real El Camino Health network in Mountain View and Los Gatos (elcaminohealth.org); the office manager references a specific past appointment (echocardiogram last Tuesday); the phone number 650-962-4000 is also printed on the father's after-visit summary, so it cross-verifies against a document already in the family's possession; Dr. Patel is named; and the call explicitly disclaims any payment or insurance-info request — only asks the son to help his father schedule the next visit. Confidence check: Mr. Chen can independently type elcaminohealth.org into a fresh browser tab, find the main cardiology department number, and confirm it matches 650-962-4000; if he has proxy access to his father's MyChart, he can log in and see the recommended medication-adjustment follow-up in the After-Visit Summary. Real clinical escalations to the adult child never demand payment, SSN, or Medicare-number verification on the first call — the clinic already has all of that on file. If any follow-up 'El Camino Cardiology' contact asks for credit-card or SSN information, that is the scam variant (contrast parent_medical_emergency_impersonation rows).",,"Contrast twin of health_insurance_claim_fraud: shares surface features (channel=phone_call, language=english, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that phone_call + english + authority language does NOT determine fraud; the causal features do."
cdef-085,"Hi David, this is Nancy Wu, your mom's longtime friend from St. Mary's Catholic Church. I'm sorry to bother you but your mom called me last night very confused. She said she'd sent money to someone she'd been talking to online for a few months who said they were going to visit her. Now they're saying they need more money for a 'customs fee' to release their investment profits. She wanted my advice and I didn't know what to say but I promised to reach you. I'll call back in an hour if that's OK. My number is on church contacts.",-,ambiguous,edge_case,pig_butchering_wechat,english,romanized,phone_call,cross_demo_edge,filial_piety,"face_saving,sunk_cost_escalation",edge_case,verify_via_official_channel,"This is one of the hardest caregiver scenarios in the dataset — a church friend flagging a likely pig-butchering / romance scam your mom has been keeping secret from you for months. The specific phrases ('customs fee,' 'investment profits') confirm it's the pig-butchering pattern in its extraction phase. Caller verification first: Nancy Wu being from St. Mary's is probably legitimate (scammers don't usually construct church-friend pretexts), but even if she isn't, her advice is right. Call your mom directly. The hard part is what to say when you do: shame drives this scam as much as the scammer does, and 'why didn't you tell me?' will make her retreat further. Start with: 『媽，我唔嬲你，我只係想保護你』. Then: no more money goes to that person, full stop, regardless of 'profits' that supposedly await. The money already sent is almost certainly gone — pursue recovery through IC3.gov, the bank's fraud department (stop any recurring authorizations), and if crypto was involved, file with the bank that issued the debit card used. Emotional recovery matters too: victims of long-grooming scams often need professional support, and the Alzheimer's Association and AARP both have resources (aarp.org/money/scams-fraud/). Nancy is a good ally — ask her to stay in contact with your mom through the church community without making her feel exposed.",,Ambiguous edge case (pig_butchering_wechat): surface features overlap with both scam and safe patterns; the joint feature combination (phone_call + english + filial_piety) is deliberately inconclusive.
cdef-086,"Hi, I'm calling from Hospice of the Valley. Your mother named you as primary contact on her advance directive last year. I'm the admissions coordinator and your mother's oncologist, Dr. Yuen, has asked us to consult about comfort care. This is not an emergency — your mother is stable — but Dr. Yuen felt the conversation should begin. May I schedule a time to meet with you and your mother together? Our office is at 1500 Los Gatos Blvd and our number is 408-XXX-XXXX.",-,safe,legitimate_communication,real_medical_appointment,english,romanized,phone_call,adult_child_caregiver,filial_piety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate Hospice of the Valley admissions-coordinator call — emotionally heavy but procedurally normal end-of-life-care coordination that the adult-child caregiver is increasingly likely to receive. Verified signals: references a real prior document (the mother's advance directive naming the son as primary contact); names the mother's actual oncologist (Dr. Yuen) who referred the consult; Hospice of the Valley is a real California 501(c)(3) hospice serving Santa Clara County (hospicevalley.org, main intake 408-559-5600, headquartered at 4850 Union Ave San Jose with satellite offices across the South Bay); explicitly disclaims emergency status ('your mother is stable'); asks for a joint family meeting rather than phone-only decisions; and makes no payment or insurance-info request on the first call. Confidence check: the son can independently type hospicevalley.org into a fresh browser tab, call the main intake line at 408-559-5600, and ask admissions whether his mother was referred by Dr. Yuen; Dr. Yuen's office can separately confirm the referral from the oncology side. Hospice of the Valley is nonprofit-accredited and CMS-certified (verify CMS certification at medicare.gov/care-compare under 'Hospice'). Real hospice admissions calls never ask for upfront deposits or urgent Medicare-number verification — Medicare Part A hospice benefit covers 100% with zero out-of-pocket cost to the patient. If any 'Hospice of the Valley' follow-up demands an admission fee or immediate Medicare/SSN collection, that IS the scam variant.",,"Contrast twin of health_insurance_claim_fraud: shares surface features (channel=phone_call, language=english, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that phone_call + english + authority language does NOT determine fraud; the causal features do."
cdef-087,爸，我係Michelle。今日好忙冇時間打電話。Quick update: Mom上次個mammogram results normal，Dr. Ho話半年後再check。我star咗個appointment喺Calendar，用你個Kaiser login set reminder。Week of June 3，我陪佢。你同哥哥唔使做咩，我handle晒。Love you.,-,safe,legitimate_communication,ordinary_family_message,code_mixed_cantonese_english,traditional,sms,elder_immigrant,filial_piety,legitimate_process,negative_space,verify_via_official_channel,"Entirely ordinary caregiver coordination SMS. Translation: 'Dad it's Michelle. Really busy today, no time to call. Quick update: Mom's mammogram results were normal, Dr. Ho said check again in six months. I starred the appointment in Calendar, set the reminder through your Kaiser login. Week of June 3, I'll go with her. You and brother don't need to do anything, I've got it. Love you.' A daughter giving her father a medical update about her mother, handling logistics, asking for nothing. No red flags. The code-mixing style (quick English functional verbs 'star,' 'set,' 'handle,' embedded in Cantonese sentence structure) is exactly how 1.5-generation adult children communicate with first-generation parents about US healthcare logistics. The model needs many rows like this to learn that routine caregiver updates are not suspicious — the overwhelming majority of Cantonese-English code-mixed family SMS are just family.",,"Ordinary family message in code_mixed_cantonese_english via sms — channel and language are jointly determined by the family's actual communication habits (WeChat for Chinese-speaking families, SMS for English-dominant); lever filial_piety reflects the family relationship, not a manipulation vector; no fraud-adjacent features present."
cdef-104,"Hello, I'm Dr. Sarah Martinez, the pharmacist at the Walgreens on Geary. Your father dropped off a prescription today but it looks like he may be taking two medications that can interact — the warfarin from Kaiser and a supplement he bought labeled 何首烏. I didn't want to alarm him directly, so I'm calling the emergency contact on his file. Could you check in with him and maybe loop in Kaiser? Our store number is 415-XXX-XXXX if he wants to call back.",-,safe,legitimate_communication,real_pharmacy_notification,english,romanized,phone_call,adult_child_caregiver,health_anxiety,legitimate_process,contrast,verify_via_official_channel,"Legitimate pharmacist safety call to the adult-child emergency contact — a real and increasingly common scenario at pharmacies serving patients who take both Western prescriptions and traditional Chinese herbal supplements. Verified signals: the pharmacist self-identifies as Dr. Sarah Martinez, PharmD at a specific named store (Walgreens on Geary — SF has multiple Geary Blvd Walgreens including 4645 Geary Blvd at 415-771-1568); references a specific prescription the father actually dropped off (warfarin from Kaiser); flags a real documented drug-herb interaction (warfarin + 何首烏 / Polygonum multiflorum has a well-established additive anticoagulant/hepatotoxicity risk profile in the pharmacology literature); and routes the safety concern BACK to the prescribing Kaiser clinician rather than requesting money or information. Confidence check: the son can independently look up the Walgreens Geary store number on walgreens.com/storelocator and call to confirm a pharmacist named Sarah Martinez, PharmD works there; California pharmacist licenses are publicly verifiable at search.dca.ca.gov under 'Board of Pharmacy Pharmacist' lookup. He should then call his father's Kaiser primary-care line to loop in the warfarin-prescribing physician. Real clinical-safety pharmacist calls never ask for SSN, payment, or Medicare information — they flag the interaction and hand off to the prescriber. If any 'pharmacist' follow-up demands a wire transfer to 'prevent a lethal reaction,' that is the scam variant.",,"Contrast twin of miracle_health_product: shares surface features (channel=phone_call, language=english, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that phone_call + english + authority language does NOT determine fraud; the causal features do."
cdef-089,你個仔嘅公司HR部門打嚟，話佢今個星期冇返工，已經three days missing。佢哋搵唔到佢，想問你知唔知佢喺邊。佢哋話如果24小時內冇回覆，要報missing person。我畀咗你個phone number佢哋，請你confirm you got this message. — Building Manager,-,scam,fraud,grandparent_scam_chinese,code_mixed_cantonese_english,traditional,wechat_1to1,elder_immigrant,filial_piety,"authority_impersonation,urgency_manipulation,isolation_tactic",original,hang_up_and_verify,"Sophisticated grandparent-scam variant in code-mixed Cantonese-English. Translation of the scam text: 'Your son's company HR called, said he hasn't been at work this week, three days missing. They can't find him, asking if you know where he is. They say if no reply within 24 hours, they need to file a missing person report. I gave them your number — please confirm you got this message. — Building Manager.' Red flags: a building manager you may or may not know relaying a company HR inquiry (neither role would work this way — real HR contacts family through emergency contacts on file, real building managers don't mediate employment matters), a 24-hour deadline, and the 'missing person' framing designed to panic the parent into immediate contact with whatever callback number arrives next. The code-mixing makes the message feel authentic to a first-generation parent — which is exactly why scammers are increasingly using it. Don't reply to the WeChat message. Call your son directly on the number you already have. If he answers and is fine, forward the scam to him and report it. If he doesn't answer, try his spouse or his actual workplace (look up the company number independently, don't use anything in the message).",哎呀急死我啦，我即刻confirm，請問點樣搵到我個仔?,Grandparent scams arrive by phone_call (voice urgency is essential) in the grandchild's expected language; lever is always filial_piety because the scam exploits the elder's instinct to protect a grandchild in danger; the scam demands secrecy from other family members.
cdef-090,"Hello, this is Karen from Prudential. I'm calling because your father's life insurance policy has a beneficiary update that needs verification. We noticed you were added as a secondary beneficiary last month but we don't have your SSN on file to complete the enrollment. Could I get that over the phone so your coverage isn't interrupted? Also need your date of birth.",-,scam,fraud,credential_theft_insurance,english,romanized,phone_call,adult_child_caregiver,authority_deference,"authority_impersonation,credential_theft",original,hang_up_and_verify,"Fake insurance-company beneficiary scam targeting the adult child as secondary beneficiary. Red flags: a major insurer calling to collect SSN and DOB over the phone (no legitimate insurer does this by phone — beneficiary enrollments are done through the policyholder's online account or signed paperwork the primary insured submits), urgency implied ('coverage isn't interrupted' — beneficiaries aren't the ones with coverage that can be interrupted, which is the tell that the scam is written by someone who doesn't actually understand insurance), and a request for two high-value PII elements in a single call. Hang up. If your father genuinely updated his policy's beneficiaries, either he already told you or he'll have paperwork. You can verify by calling Prudential's main customer service at the number on their website (prudential.com), and they can tell you whether any real update is in process. Never give SSN or DOB to an inbound caller — the rule is absolute, regardless of how plausible the pretext sounds.",Let me give you my SSN right now — I don't want to lose the coverage.,Credential Theft Insurance targets adult_child_caregiver or cross_demo via phone_call in English; lever is authority_deference or filial_piety because the scam impersonates professional services the family is actively seeking.
